interaction_id,timestamp_utc,use_case,model_provider,model_name,cost_usd,latency_ms,proba_failure,action_review
INT006806,2025-04-19 10:25:28+00:00,customer_support,openai,gpt-4.1,1.0188,1400,0.15236417014238482,True
INT002741,2025-03-31 12:48:07+00:00,content_writing,meta,llama-3.1-8b,0.0372,1095,0.15209768431021112,True
INT001715,2025-02-07 08:39:39+00:00,brainstorming,google,gemini-1.5-pro,0.62112,763,0.15203587462592383,True
INT007218,2025-03-30 05:11:35+00:00,customer_support,openai,gpt-4o-mini,0.0406,572,0.15159713266998867,True
INT000070,2025-03-31 12:16:09+00:00,content_writing,meta,llama-3.1-8b,0.1174399999999999,1268,0.15136890993382449,True
INT004408,2025-02-01 06:09:22+00:00,content_writing,local,custom-local-8b,0.00288,1316,0.15029759001470938,True
INT007326,2025-03-16 18:57:57+00:00,content_writing,meta,llama-3.1-8b,0.10104,980,0.1499975947242746,True
INT002075,2025-04-19 20:47:55+00:00,brainstorming,meta,llama-3.1-8b,0.07044,1235,0.149625926992365,True
INT001731,2025-03-19 08:51:40+00:00,brainstorming,anthropic,claude-3.5-sonnet,0.16544,3208,0.1491034839382281,True
INT001969,2025-02-13 23:00:17+00:00,content_writing,meta,llama-3.1-70b,0.1472,2006,0.14782979410146876,True
INT000873,2025-02-06 14:39:15+00:00,content_writing,openai,gpt-4o-mini,0.0276399999999999,319,0.14767455865164145,True
INT008742,2025-03-31 13:33:16+00:00,content_writing,mistral,mistral-large,0.1956,2128,0.14733125855752952,True
INT002808,2025-02-03 16:07:30+00:00,customer_support,openai,gpt-4.1,0.8588,1808,0.1468545250728945,True
INT001776,2025-04-23 20:35:07+00:00,customer_support,google,gemini-1.5-pro,0.7679999999999999,878,0.14655883874876274,True
INT001083,2025-02-01 05:42:16+00:00,content_writing,local,custom-local-8b,0.00244,1674,0.14650938011043443,True
INT007999,2025-03-11 03:18:18+00:00,content_writing,anthropic,claude-3.5-sonnet,0.32384,4431,0.14626643803695977,True
INT005418,2025-03-26 00:21:31+00:00,content_writing,mistral,mistral-large,0.20028,949,0.1459289593986859,True
INT007964,2025-04-24 11:38:01+00:00,brainstorming,local,custom-local-8b,0.00348,1046,0.14501435027192136,True
INT005079,2025-04-24 16:59:43+00:00,brainstorming,openai,gpt-4.1,0.4943999999999999,3376,0.14428706998029422,True
INT006875,2025-03-02 21:38:16+00:00,brainstorming,google,gemini-1.5-pro,0.12864,1149,0.14413442366104942,True
INT005237,2025-03-26 00:20:44+00:00,content_writing,openai,gpt-4.1,0.8232,1117,0.143205420657813,True
INT005638,2025-02-15 13:41:44+00:00,brainstorming,openai,gpt-4.1,0.4524,471,0.14269456977267528,True
INT003303,2025-04-19 21:32:51+00:00,brainstorming,openai,gpt-4.1,0.066,1839,0.14261141104633074,True
INT001275,2025-04-24 10:12:31+00:00,brainstorming,local,custom-local-8b,0.00664,1237,0.1423234197989831,True
INT001681,2025-04-19 10:14:19+00:00,customer_support,openai,gpt-4.1,0.7908,871,0.14156926327707955,True
INT003986,2025-03-02 21:28:25+00:00,brainstorming,anthropic,claude-3.5-sonnet,0.18944,686,0.1412402292467347,True
INT006713,2025-04-24 10:57:39+00:00,brainstorming,google,gemini-1.5-pro,0.12704,1408,0.14094128317667856,True
INT005630,2025-02-13 22:32:54+00:00,brainstorming,openai,gpt-4o-mini,0.03316,678,0.13906308837693027,True
INT002212,2025-02-01 06:00:58+00:00,content_writing,google,gemini-1.5-pro,0.23328,1426,0.1379043063717456,True
INT001679,2025-02-26 22:47:57+00:00,brainstorming,mistral,mistral-large,0.1146,3190,0.13770894122372565,True
INT006771,2025-04-24 11:09:26+00:00,brainstorming,local,custom-local-8b,0.00764,1177,0.13737018542616938,True
INT001759,2025-02-11 18:38:08+00:00,customer_support,openai,gpt-4o-mini,0.04344,345,0.1373131864044545,True
INT007706,2025-02-13 13:44:23+00:00,brainstorming,mistral,mistral-large,0.03612,505,0.13614789431184707,True
INT002447,2025-04-23 21:06:13+00:00,customer_support,openai,gpt-4.1,0.8812,920,0.1359083644197595,True
INT006689,2025-03-26 05:15:22+00:00,brainstorming,meta,llama-3.1-8b,0.07524,947,0.1356924498171644,True
INT006631,2025-02-13 13:38:55+00:00,brainstorming,google,gemini-1.5-pro,0.54848,1144,0.13280307188560336,True
INT007235,2025-04-24 11:29:35+00:00,brainstorming,meta,llama-3.1-70b,0.179,685,0.1315061921862325,True
INT001082,2025-02-01 05:41:05+00:00,content_writing,meta,llama-3.1-70b,0.249,1589,0.13082400988839288,True
INT007724,2025-03-30 11:01:32+00:00,brainstorming,local,custom-local-8b,0.0004,1548,0.1287754980106994,True
INT001202,2025-03-17 09:47:27+00:00,brainstorming,meta,llama-3.1-8b,0.0324,935,0.12796762485550475,True
INT003295,2025-03-26 00:04:22+00:00,content_writing,mistral,mistral-large,0.147,478,0.1279611096932542,True
INT005678,2025-04-24 10:50:42+00:00,brainstorming,mistral,mistral-large,0.09372,1194,0.12694969834591396,True
INT004573,2025-02-01 06:23:04+00:00,content_writing,anthropic,claude-3.5-sonnet,0.66656,2794,0.12595210988319633,True
INT005272,2025-02-01 06:28:41+00:00,content_writing,meta,llama-3.1-70b,0.269,976,0.1251773209824086,True
INT001953,2025-04-24 10:19:52+00:00,brainstorming,openai,gpt-4.1,0.3832,1449,0.12358894549029177,True
INT002779,2025-03-10 16:46:21+00:00,content_writing,openai,gpt-4.1,0.5432,1813,0.12285569141754547,True
INT002906,2025-04-24 10:48:18+00:00,brainstorming,meta,llama-3.1-70b,0.4636,2372,0.12220136381123323,True
INT008743,2025-03-10 17:01:41+00:00,content_writing,openai,gpt-4o-mini,0.03252,670,0.12134592805312315,True
INT003119,2025-03-17 10:07:14+00:00,brainstorming,meta,llama-3.1-70b,0.1154,547,0.1207162537469263,True
INT004564,2025-02-01 06:17:22+00:00,content_writing,meta,llama-3.1-8b,0.08004,611,0.1198196749968417,True
INT008178,2025-04-24 11:47:04+00:00,brainstorming,openai,gpt-4o-mini,0.04572,2706,0.11967532012044398,True
INT000178,2025-02-01 05:39:47+00:00,content_writing,openai,gpt-4o-mini,0.04424,1073,0.11828788319850828,True
INT000774,2025-03-10 16:37:30+00:00,content_writing,meta,llama-3.1-70b,0.2377999999999999,1700,0.11790737742475418,True
INT007762,2025-02-01 06:34:21+00:00,content_writing,openai,gpt-4.1,0.5576,1429,0.11674186786054584,True
INT006575,2025-03-10 16:56:57+00:00,content_writing,meta,llama-3.1-70b,0.1264,1704,0.116445968604945,True
INT005756,2025-02-10 22:57:15+00:00,brainstorming,anthropic,claude-3.5-sonnet,0.15488,891,0.1149567018911463,True
INT004240,2025-03-10 16:52:25+00:00,content_writing,anthropic,claude-3.5-sonnet,0.30944,2783,0.11461678297129671,True
INT008480,2025-03-30 11:05:37+00:00,brainstorming,openai,gpt-4o-mini,0.0286,934,0.11345977659881086,True
INT001740,2025-02-13 13:28:56+00:00,brainstorming,openai,gpt-4.1,0.2212,2445,0.1133077307400325,True
INT005955,2025-02-10 23:10:01+00:00,brainstorming,google,gemini-1.5-pro,0.32,1002,0.11050422472906815,True
INT003051,2025-02-10 22:42:58+00:00,brainstorming,google,gemini-1.5-pro,0.49248,1278,0.11033318918876621,True
INT003728,2025-03-10 16:51:05+00:00,content_writing,openai,gpt-4.1,0.5036,587,0.1102427145865209,True
INT003837,2025-02-10 22:52:13+00:00,brainstorming,meta,llama-3.1-70b,0.1602,1050,0.10982166206789672,True
INT004533,2025-03-30 10:56:59+00:00,brainstorming,openai,gpt-4.1,0.5424,1499,0.10980593664774375,True
INT002442,2025-03-30 10:56:47+00:00,brainstorming,mistral,mistral-large,0.16404,1327,0.1096105580576553,True
INT008210,2025-02-13 23:45:53+00:00,content_writing,meta,llama-3.1-8b,0.09792,392,0.10849185308826637,True
INT000705,2025-03-10 16:37:20+00:00,content_writing,meta,llama-3.1-70b,0.3278,662,0.10615745389508326,True
INT004500,2025-02-10 22:56:08+00:00,brainstorming,meta,llama-3.1-70b,0.3167999999999999,1381,0.10141069256545417,True
INT002458,2025-02-10 22:39:43+00:00,brainstorming,meta,llama-3.1-8b,0.0286799999999999,1635,0.10121143146003973,True
INT004759,2025-02-10 22:57:01+00:00,brainstorming,openai,gpt-4.1,0.41,1124,0.09843290965951845,False
INT001989,2025-03-02 21:25:37+00:00,brainstorming,openai,gpt-4.1,0.822,547,0.09621462806625306,False
INT001170,2025-02-06 01:20:15+00:00,internal_qa,mistral,mistral-large,0.24828,275,0.09231673401312825,False
INT007919,2025-03-02 21:39:19+00:00,brainstorming,mistral,mistral-large,0.20484,458,0.08896158053578448,False
